trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,passenger_count,capacity_percentage,trip_status
T00143,2023-01-02,16:45:00,Metro,Route_11,Station_25,Station_36,16:45:00,17:36:00,12,16,Snow,3.3,45,59,8.7,Concert,10000,85,0,1,0,Spring,1,26,50,Completed
T00144,2023-01-02,17:00:00,Metro,Route_9,Station_3,Station_47,17:04:00,17:53:00,1,11,Clear,12.3,58,23,9.7,,2000,2,1,1,0,Spring,1,31,11,Completed
T00145,2023-01-02,17:15:00,Tram,Route_3,Station_47,Station_46,17:15:00,17:42:00,10,0,Rain,20.9,61,27,6.1,Festival,10000,34,0,0,0,Summer,0,39,46,Completed
T00146,2023-01-02,17:30:00,Tram,Route_9,Station_38,Station_19,17:34:00,17:51:00,9,24,Storm,5.9,64,21,6.3,Festival,10000,58,0,0,0,Summer,1,5,54,Completed
T00147,2023-01-02,17:45:00,Tram,Route_3,Station_17,Station_13,17:47:00,18:42:00,2,-2,Rain,10.4,72,43,9.8,,0,37,0,0,0,Autumn,0,39,89,Completed
T00148,2023-01-02,18:00:00,Bus,Route_2,Station_12,Station_42,18:00:00,18:51:00,4,26,Snow,24.4,82,31,4.0,Sports,0,32,0,1,0,Autumn,1,41,57,Completed
T00149,2023-01-02,18:15:00,Metro,Route_12,Station_24,Station_21,18:18:00,19:14:00,5,22,Snow,32.5,49,30,14.2,Concert,0,14,1,0,0,Winter,1,51,33,Completed
T00150,2023-01-02,18:30:00,Tram,Route_10,Station_29,Station_37,18:31:00,19:17:00,2,22,Clear,16.2,37,18,10.7,,0,74,0,0,0,Summer,1,18,108,Completed
T00151,2023-01-02,18:45:00,Tram,Route_9,Station_43,Station_27,18:48:00,19:41:00,6,16,Fog,-4.6,71,50,18.0,Concert,0,73,0,1,0,Autumn,1,7,31,Completed
T00152,2023-01-02,19:00:00,Bus,Route_15,Station_25,Station_29,19:01:00,19:20:00,11,24,Cloudy,8.5,99,20,16.2,Concert,0,99,0,0,0,Spring,1,5,109,Completed
T00153,2023-01-02,19:15:00,Tram,Route_8,Station_36,Station_20,19:15:00,19:44:00,9,16,Storm,10.9,45,2,6.4,Festival,10000,13,0,0,0,Summer,1,9,20,Completed
T00154,2023-01-02,19:30:00,Bus,Route_5,Station_26,Station_25,19:30:00,19:53:00,1,7,Cloudy,8.6,98,5,10.1,Sports,10000,65,0,0,0,Winter,1,30,67,Completed
T00155,2023-01-02,19:45:00,Train,Route_11,Station_38,Station_6,19:46:00,20:39:00,17,6,Fog,12.5,82,31,15.0,,500,44,0,0,0,Winter,1,59,55,Completed
T00156,2023-01-02,20:00:00,Tram,Route_2,Station_1,Station_36,20:02:00,20:29:00,5,19,Snow,20.3,74,1,3.9,Protest,0,47,0,1,0,Spring,1,18,38,Completed
T00157,2023-01-02,20:15:00,Train,Route_15,Station_20,Station_2,20:19:00,20:45:00,14,15,Storm,-0.2,80,23,0.6,Parade,2000,43,0,0,0,Autumn,1,43,44,Completed
T00158,2023-01-02,20:30:00,Bus,Route_6,Station_28,Station_22,20:33:00,21:03:00,5,14,Rain,5.9,35,44,17.0,,500,36,1,0,0,Spring,1,31,24,Completed
T00159,2023-01-02,20:45:00,Metro,Route_8,Station_16,Station_32,20:48:00,21:42:00,18,23,Snow,15.3,62,58,2.8,,50000,28,0,0,0,Autumn,1,13,69,Completed
T00160,2023-01-02,21:00:00,Tram,Route_5,Station_47,Station_16,21:03:00,21:31:00,-2,2,Snow,7.6,44,59,17.8,Sports,0,98,0,0,0,Summer,0,19,104,Completed
T00161,2023-01-02,21:15:00,Bus,Route_16,Station_17,Station_18,21:15:00,21:51:00,17,6,Clear,34.6,43,26,18.3,Parade,0,83,0,0,0,Winter,1,19,51,Completed
T00162,2023-01-02,21:30:00,Metro,Route_18,Station_40,Station_5,21:33:00,22:05:00,-1,-2,Fog,12.3,68,8,9.2,,50000,84,0,0,0,Autumn,0,30,52,Completed
T00163,2023-01-02,21:45:00,Metro,Route_6,Station_28,Station_36,21:49:00,22:39:00,1,20,Clear,29.8,92,12,16.1,,50000,33,0,0,0,Spring,1,46,89,Completed
T00164,2023-01-02,22:00:00,Train,Route_5,Station_12,Station_30,22:04:00,22:21:00,18,24,Clear,30.9,34,54,7.3,,0,58,0,0,0,Summer,1,17,83,Completed
T00165,2023-01-02,22:15:00,Bus,Route_16,Station_27,Station_45,22:16:00,22:45:00,-2,24,Cloudy,28.4,81,13,17.2,Sports,0,42,0,1,0,Autumn,1,55,58,Completed
T00166,2023-01-02,22:30:00,Metro,Route_13,Station_42,Station_19,22:30:00,22:52:00,4,-2,Snow,-3.1,45,50,16.5,Festival,10000,32,0,0,0,Summer,0,36,73,Completed
T00167,2023-01-02,22:45:00,Tram,Route_5,Station_47,Station_23,22:49:00,23:33:00,-2,1,Fog,32.9,67,10,1.6,,0,18,0,1,0,Summer,0,43,41,Completed
T00168,2023-01-02,23:00:00,Tram,Route_13,Station_30,Station_34,23:02:00,23:37:00,6,7,Clear,0.1,82,13,11.7,,2000,7,1,0,0,Spring,1,53,73,Completed
T00169,2023-01-02,23:15:00,Train,Route_17,Station_41,Station_13,23:15:00,23:54:00,0,6,Rain,-3.6,82,15,12.8,Festival,0,30,0,0,0,Spring,1,56,11,Completed
T00170,2023-01-02,23:30:00,Metro,Route_18,Station_34,Station_43,23:30:00,00:03:00,9,-2,Storm,11.6,75,9,0.0,,0,10,1,1,0,Summer,0,36,33,Completed
T00171,2023-01-02,23:45:00,Bus,Route_8,Station_37,Station_29,23:49:00,00:38:00,16,11,Fog,2.8,44,19,19.6,Festival,0,7,1,0,0,Summer,1,8,96,Completed
T00172,2023-01-03,00:00:00,Tram,Route_13,Station_6,Station_36,00:02:00,00:50:00,12,3,Cloudy,2.4,88,15,8.1,,0,24,1,0,1,Autumn,0,34,75,Completed
T00173,2023-01-03,00:15:00,Metro,Route_19,Station_7,Station_22,00:16:00,01:14:00,19,16,Fog,6.5,79,59,10.3,,0,19,0,0,1,Spring,1,41,47,Completed
T00174,2023-01-03,00:30:00,Metro,Route_3,Station_32,Station_47,00:34:00,01:07:00,13,18,Snow,4.9,38,57,3.9,,0,37,0,0,1,Autumn,1,27,40,Completed
T00175,2023-01-03,00:45:00,Train,Route_8,Station_32,Station_36,00:47:00,01:34:00,7,27,Cloudy,22.4,55,33,12.2,Concert,0,6,1,0,1,Winter,1,43,35,Completed
T00176,2023-01-03,01:00:00,Tram,Route_2,Station_25,Station_9,01:00:00,01:44:00,19,19,Storm,2.5,32,56,16.2,Festival,0,76,0,0,1,Autumn,1,49,38,Completed
T00177,2023-01-03,01:15:00,Tram,Route_8,Station_33,Station_39,01:17:00,01:53:00,3,15,Rain,16.7,76,15,11.7,Parade,0,38,0,0,1,Summer,1,19,76,Completed
T00178,2023-01-03,01:30:00,Bus,Route_13,Station_7,Station_19,01:30:00,01:57:00,14,0,Clear,34.5,34,13,15.8,Protest,0,73,0,0,1,Winter,0,47,87,Completed
T00179,2023-01-03,01:45:00,Tram,Route_13,Station_12,Station_38,01:49:00,02:32:00,18,20,Fog,12.3,91,52,14.6,,50000,71,0,1,1,Autumn,1,33,34,Completed
T00180,2023-01-03,02:00:00,Bus,Route_1,Station_16,Station_6,02:04:00,02:27:00,19,16,Cloudy,20.7,34,27,4.8,,0,19,0,0,1,Winter,1,40,57,Completed
T00181,2023-01-03,02:15:00,Tram,Route_6,Station_16,Station_47,02:18:00,03:05:00,14,24,Storm,33.8,39,17,8.7,,0,80,0,0,1,Spring,1,17,74,Completed
T00182,2023-01-03,02:30:00,Train,Route_19,Station_43,Station_15,02:33:00,02:52:00,18,13,Clear,0.5,92,25,3.0,Festival,0,10,0,0,1,Autumn,1,36,62,Completed
T00183,2023-01-03,02:45:00,Tram,Route_16,Station_36,Station_20,02:48:00,03:07:00,16,15,Storm,11.7,54,37,0.8,,10000,15,0,0,1,Autumn,1,11,76,Completed
T00184,2023-01-03,03:00:00,Bus,Route_8,Station_13,Station_9,03:04:00,03:41:00,15,28,Rain,29.0,73,6,1.3,Parade,0,41,0,0,1,Spring,1,55,99,Completed
T00185,2023-01-03,03:15:00,Bus,Route_1,Station_7,Station_32,03:16:00,03:51:00,8,26,Clear,32.3,54,44,18.8,Parade,0,95,0,0,1,Autumn,1,26,27,Completed
T00186,2023-01-03,03:30:00,Train,Route_16,Station_36,Station_4,03:34:00,04:25:00,4,13,Clear,19.0,59,33,19.7,,0,89,0,0,1,Winter,1,32,18,Completed
T00187,2023-01-03,03:45:00,Tram,Route_9,Station_47,Station_50,03:47:00,04:21:00,7,25,Clear,0.7,43,46,1.9,Festival,2000,51,0,1,1,Spring,1,6,47,Completed
T00188,2023-01-03,04:00:00,Tram,Route_13,Station_9,Station_18,04:04:00,04:33:00,4,2,Cloudy,31.1,72,48,6.7,Parade,2000,36,0,1,1,Winter,0,46,96,Completed
T00189,2023-01-03,04:15:00,Train,Route_11,Station_32,Station_5,04:19:00,04:43:00,2,13,Clear,2.0,57,44,2.3,Protest,0,51,0,0,1,Autumn,1,49,30,Completed
T00190,2023-01-03,04:30:00,Tram,Route_13,Station_11,Station_20,04:30:00,05:19:00,9,13,Storm,9.1,48,6,16.7,Concert,0,8,0,1,1,Autumn,1,57,74,Completed
T00191,2023-01-03,04:45:00,Tram,Route_10,Station_8,Station_23,04:45:00,05:25:00,13,10,Cloudy,10.0,71,32,9.9,Protest,0,34,0,1,1,Autumn,1,10,30,Completed
T00192,2023-01-03,05:00:00,Bus,Route_4,Station_33,Station_11,05:00:00,05:31:00,18,20,Clear,12.9,49,34,12.4,,0,66,0,0,1,Autumn,1,32,36,Completed
T00193,2023-01-03,05:15:00,Tram,Route_6,Station_23,Station_37,05:19:00,06:11:00,15,28,Storm,26.6,40,51,10.8,Concert,2000,94,0,1,1,Winter,1,32,79,Completed
T00194,2023-01-03,05:30:00,Tram,Route_7,Station_25,Station_22,05:31:00,06:21:00,0,10,Storm,27.1,83,49,14.2,,0,6,0,0,1,Autumn,1,48,53,Completed
T00195,2023-01-03,05:45:00,Train,Route_5,Station_8,Station_4,05:47:00,06:15:00,17,23,Fog,23.8,53,38,6.4,,0,1,1,0,1,Spring,1,48,109,Completed
T00196,2023-01-03,06:00:00,Train,Route_11,Station_45,Station_29,06:02:00,06:39:00,12,15,Storm,-4.1,99,20,2.7,Festival,0,24,0,0,1,Spring,1,24,37,Cancelled
T00197,2023-01-03,06:15:00,Metro,Route_13,Station_22,Station_44,06:16:00,07:09:00,2,27,Snow,17.6,46,48,0.4,Concert,500,75,0,1,1,Summer,1,34,54,Completed
T00198,2023-01-03,06:30:00,Bus,Route_19,Station_4,Station_34,06:31:00,07:00:00,10,5,Rain,24.9,57,27,8.9,,500,93,0,0,1,Spring,0,15,26,Completed
T00199,2023-01-03,06:45:00,Tram,Route_10,Station_40,Station_13,06:47:00,07:12:00,16,13,Clear,12.8,79,31,18.2,,50000,93,0,0,1,Summer,1,59,49,Completed
T00200,2023-01-03,07:00:00,Tram,Route_10,Station_3,Station_42,07:03:00,07:23:00,9,15,Clear,32.8,84,43,6.1,Parade,0,92,1,0,1,Spring,1,32,12,Completed
T00202,2023-01-04,00:00:00,Metro,Route_6,Station_33,Station_39,00:01:15,01:54:15,13,9,Cloudy,0.4,54,21,11.4,,0,0,0,0,2,Winter,1,29,85,Completed
T00285,2023-01-04,00:15:00,Train,Route_8,Station_5,Station_31,00:50:30,02:03:30,14,6,Fog,-4.3,53,37,12.0,,0,79,0,0,2,Winter,1,43,85,Completed
T00230,2023-01-04,00:30:00,Metro,Route_18,Station_11,Station_48,00:28:45,02:09:45,15,1,Storm,-14.4,73,38,13.0,,0,100,0,0,2,Winter,1,37,75,Completed
T00299,2023-01-04,01:00:00,Bus,Route_3,Station_8,Station_7,01:15:15,02:34:15,7,10,Snow,2.1,72,23,16.9,,0,14,0,0,2,Winter,1,5,55,Completed
T00277,2023-01-04,01:15:00,Bus,Route_1,Station_49,Station_32,01:40:45,02:16:45,8,3,Rain,-11.5,64,15,7.7,,0,78,0,0,2,Winter,1,31,95,Completed
T00232,2023-01-04,01:30:00,Metro,Route_6,Station_43,Station_7,01:22:45,03:11:45,7,9,Cloudy,-4.2,100,0,14.1,,0,0,0,0,2,Winter,1,56,96,Completed
T00288,2023-01-04,01:30:00,Tram,Route_9,Station_23,Station_24,01:27:15,02:28:15,18,19,Fog,-5.6,69,10,20.0,,0,51,0,0,2,Winter,1,17,39,Completed
T00265,2023-01-04,01:30:00,Metro,Route_3,Station_7,Station_1,01:36:30,03:06:30,6,4,Snow,-5.6,82,13,13.0,,0,31,0,0,2,Winter,1,45,78,Completed
T00266,2023-01-04,01:30:00,Train,Route_19,Station_5,Station_26,01:31:00,03:14:00,4,13,Cloudy,-15.4,52,9,20.0,,0,49,0,0,2,Winter,1,7,18,Completed
T00217,2023-01-04,02:00:00,Metro,Route_16,Station_3,Station_22,02:04:15,03:09:15,9,30,Cloudy,-6.9,69,29,3.0,,0,83,0,0,2,Winter,1,43,94,Completed
T00247,2023-01-04,02:15:00,Metro,Route_6,Station_25,Station_45,02:09:15,02:47:15,4,30,Snow,-15.1,39,48,14.7,,0,67,0,0,2,Winter,1,10,20,Completed
T00281,2023-01-04,02:30:00,Train,Route_13,Station_33,Station_18,02:52:00,03:58:00,10,30,Cloudy,3.7,57,49,7.5,,0,0,0,0,2,Winter,1,12,78,Completed
T00204,2023-01-04,03:30:00,Bus,Route_1,Station_17,Station_3,03:46:45,05:24:45,7,14,Storm,-19.2,52,31,3.1,Parade,0,59,0,0,2,Winter,1,31,108,Completed
T00213,2023-01-04,04:30:00,Metro,Route_11,Station_50,Station_34,04:58:00,06:44:00,4,9,Clear,4.2,70,20,13.0,,0,50,0,0,2,Winter,1,13,100,Completed
T00210,2023-01-04,04:45:00,Tram,Route_12,Station_8,Station_10,04:40:15,06:37:15,1,21,Snow,8.6,62,46,12.1,,0,28,0,0,2,Winter,1,41,75,Completed
T00289,2023-01-04,05:15:00,Metro,Route_16,Station_40,Station_25,05:39:15,07:12:15,9,20,Fog,-0.2,68,16,12.8,,0,100,0,0,2,Winter,1,37,97,Completed
T00269,2023-01-04,05:15:00,Metro,Route_11,Station_5,Station_11,05:00:45,06:27:45,12,16,Cloudy,25.8,86,27,4.3,,0,0,0,0,2,Winter,1,55,40,Completed
T00233,2023-01-04,05:15:00,Train,Route_15,Station_12,Station_48,05:59:30,07:21:30,6,23,Cloudy,-4.4,41,17,14.0,Sports,2000,25,0,0,2,Winter,1,46,42,Completed
T00207,2023-01-04,05:45:00,Train,Route_18,Station_41,Station_45,05:35:15,07:32:15,8,11,Clear,-19.8,49,21,16.3,,500,58,0,0,2,Winter,1,48,48,Completed
T00283,2023-01-04,06:15:00,Train,Route_6,Station_50,Station_27,06:02:30,07:32:30,14,-5,Cloudy,-2.6,79,4,16.8,Parade,10000,58,0,1,2,Winter,0,28,103,Completed
T00242,2023-01-04,06:15:00,Tram,Route_12,Station_16,Station_31,06:39:00,08:07:00,12,16,Snow,-11.2,59,21,6.5,Concert,500,74,0,1,2,Winter,1,19,55,Completed
T00295,2023-01-04,06:15:00,Bus,Route_2,Station_33,Station_18,06:53:15,07:55:15,10,12,Snow,-10.7,52,29,6.7,Protest,2000,25,0,1,2,Winter,1,58,46,Completed
T00263,2023-01-04,06:30:00,Tram,Route_11,Station_49,Station_45,06:11:15,07:08:15,18,14,Cloudy,11.3,35,1,9.6,,0,59,0,1,2,Winter,1,36,101,Completed
T00254,2023-01-04,06:45:00,Bus,Route_10,Station_11,Station_39,06:38:00,07:28:00,12,27,Clear,4.6,100,16,15.2,,0,53,1,1,2,Winter,1,36,69,Completed
T00235,2023-01-04,06:45:00,Bus,Route_18,Station_5,Station_50,06:17:30,08:09:30,5,21,Fog,-12.9,61,38,15.1,,0,10,0,1,2,Winter,1,28,40,Completed
T00287,2023-01-04,07:00:00,Train,Route_19,Station_49,Station_41,07:45:00,09:11:00,14,26,Rain,-0.9,100,16,2.6,,0,0,0,1,2,Winter,1,45,20,Completed
T00221,2023-01-04,07:15:00,Train,Route_3,Station_31,Station_14,07:55:45,08:32:45,10,25,Rain,-21.1,67,33,14.6,,0,9,0,1,2,Winter,1,56,96,Completed
T00270,2023-01-04,07:30:00,Bus,Route_20,Station_5,Station_44,07:14:30,09:04:30,10,7,Fog,-19.2,50,11,20.0,,0,75,0,1,2,Winter,1,53,11,Completed
T00297,2023-01-04,08:00:00,Train,Route_10,Station_44,Station_48,08:43:30,10:27:30,7,10,Snow,-19.1,47,11,20.0,Protest,0,76,0,1,2,Winter,1,53,36,Completed
T00290,2023-01-04,08:45:00,Bus,Route_15,Station_30,Station_19,08:43:15,09:22:15,17,28,Snow,-10.1,43,27,10.3,Concert,2000,81,0,1,2,Winter,1,56,108,Completed
T00222,2023-01-04,08:45:00,Bus,Route_14,Station_45,Station_47,08:50:45,09:39:45,1,18,Rain,-2.0,68,35,5.9,,0,55,0,1,2,Winter,1,16,11,Completed
T00293,2023-01-04,09:15:00,Bus,Route_6,Station_41,Station_13,09:39:30,11:35:30,7,11,Cloudy,-32.0,62,25,14.1,Festival,500,100,0,1,2,Winter,1,43,30,Completed
T00292,2023-01-04,09:30:00,Tram,Route_7,Station_18,Station_1,09:36:00,11:23:00,9,2,Cloudy,-18.0,56,57,8.4,,0,1,0,1,2,Winter,1,6,67,Completed
T00239,2023-01-04,09:30:00,Train,Route_13,Station_26,Station_45,09:18:15,10:12:15,19,1,Snow,-9.4,66,53,1.4,,0,83,0,1,2,Winter,1,7,14,Completed
T00249,2023-01-04,09:45:00,Train,Route_11,Station_48,Station_35,09:51:15,11:23:15,4,11,Rain,-0.9,52,15,11.4,,0,55,0,1,2,Winter,1,53,61,Completed
T00278,2023-01-04,09:45:00,Train,Route_19,Station_2,Station_41,09:38:15,11:38:15,5,21,Rain,-16.3,74,53,0.0,,0,23,1,1,2,Winter,1,41,54,Completed
T00272,2023-01-04,09:45:00,Tram,Route_20,Station_45,Station_20,09:44:45,10:48:45,8,6,Fog,-18.8,82,60,1.6,,0,65,0,1,2,Winter,1,53,94,Completed
T00255,2023-01-04,09:45:00,Train,Route_5,Station_5,Station_38,09:44:15,10:27:15,22,6,Cloudy,-13.4,51,0,6.8,Festival,50000,24,0,1,2,Winter,1,21,102,Completed
T00237,2023-01-04,10:45:00,Tram,Route_7,Station_37,Station_13,10:16:00,12:16:00,22,23,Snow,-20.2,53,50,5.8,,0,61,0,0,2,Winter,1,53,29,Completed
T00286,2023-01-04,10:45:00,Bus,Route_3,Station_35,Station_3,10:39:00,11:39:00,6,11,Cloudy,-14.8,54,35,14.5,,0,19,0,0,2,Winter,1,6,70,Completed
T00245,2023-01-04,10:45:00,Train,Route_11,Station_29,Station_11,10:47:45,12:14:45,12,12,Clear,-7.2,85,43,14.8,Festival,2000,88,0,0,2,Winter,1,6,47,Completed
T00208,2023-01-04,10:45:00,Bus,Route_16,Station_14,Station_37,10:56:30,11:53:30,-1,16,Cloudy,-8.9,49,39,16.1,,0,76,0,0,2,Winter,1,32,29,Completed
T00227,2023-01-04,11:00:00,Metro,Route_10,Station_19,Station_11,11:28:30,13:16:30,2,18,Cloudy,-7.2,77,37,9.5,,0,21,0,0,2,Winter,1,58,34,Completed
T00206,2023-01-04,11:15:00,Bus,Route_10,Station_14,Station_43,11:17:00,13:04:00,1,15,Cloudy,-24.6,36,32,14.4,,0,53,0,0,2,Winter,1,27,11,Completed
T00214,2023-01-04,11:30:00,Metro,Route_12,Station_16,Station_37,11:05:00,12:37:00,15,7,Storm,-8.3,55,5,11.7,Concert,500,55,0,0,2,Winter,1,41,41,Completed
T00276,2023-01-04,12:00:00,Train,Route_16,Station_21,Station_17,12:20:00,13:41:00,-1,0,Fog,-4.5,68,14,13.8,,50000,0,0,0,2,Winter,0,36,35,Completed
T00250,2023-01-04,12:30:00,Train,Route_17,Station_30,Station_9,12:39:00,13:59:00,6,9,Fog,-2.7,34,6,5.7,,0,41,1,0,2,Winter,1,37,79,Completed
T00252,2023-01-04,12:30:00,Train,Route_18,Station_6,Station_31,12:01:00,13:15:00,7,16,Rain,-13.3,74,55,9.3,,0,60,0,0,2,Winter,1,5,50,Completed
T00243,2023-01-04,12:45:00,Train,Route_6,Station_10,Station_42,12:44:00,13:27:00,11,7,Snow,4.0,69,43,13.7,,0,22,0,0,2,Winter,1,23,76,Completed
T00248,2023-01-04,13:00:00,Metro,Route_14,Station_25,Station_50,13:37:00,15:20:00,13,13,Snow,-14.0,65,18,15.8,,0,43,0,0,2,Winter,1,6,106,Completed
T00279,2023-01-04,13:00:00,Metro,Route_19,Station_30,Station_8,13:41:15,15:14:15,12,12,Cloudy,-1.3,51,31,9.0,,0,83,0,0,2,Winter,1,57,10,Completed
T00271,2023-01-04,13:00:00,Metro,Route_8,Station_18,Station_10,13:04:00,13:55:00,9,27,Clear,-4.2,46,54,13.2,,0,15,0,0,2,Winter,1,48,60,Completed
T00220,2023-01-04,13:15:00,Bus,Route_20,Station_16,Station_5,13:28:00,14:04:00,12,5,Cloudy,10.5,47,24,14.8,,0,10,0,0,2,Winter,1,30,14,Completed
T00212,2023-01-04,13:15:00,Train,Route_15,Station_47,Station_17,13:32:15,15:06:15,7,14,Storm,-24.9,59,35,18.8,Protest,50000,31,0,0,2,Winter,1,36,22,Completed
T00291,2023-01-04,13:30:00,Train,Route_9,Station_13,Station_25,13:54:45,14:37:45,-1,27,Rain,-6.6,55,12,0.1,,0,73,0,0,2,Winter,1,10,28,Completed
T00280,2023-01-04,13:45:00,Train,Route_6,Station_30,Station_36,13:09:45,14:03:45,10,17,Fog,-9.1,53,22,12.3,,0,34,0,0,2,Winter,1,36,21,Completed
T00296,2023-01-04,14:00:00,Metro,Route_6,Station_44,Station_47,14:43:45,16:24:45,9,11,Clear,10.0,20,47,17.4,,0,0,0,0,2,Winter,1,59,57,Completed
T00241,2023-01-04,14:15:00,Train,Route_17,Station_43,Station_6,14:18:30,14:59:30,9,20,Rain,10.9,38,60,0.0,,0,43,0,0,2,Winter,1,8,34,Completed
T00268,2023-01-04,14:30:00,Train,Route_9,Station_37,Station_40,14:03:00,14:59:00,5,11,Cloudy,-28.0,33,52,19.8,,0,40,0,0,2,Winter,1,59,66,Completed
T00226,2023-01-04,14:30:00,Tram,Route_15,Station_30,Station_40,14:36:00,15:15:00,14,14,Fog,9.5,58,60,13.7,,0,21,0,0,2,Winter,1,15,44,Completed
T00259,2023-01-04,14:45:00,Bus,Route_15,Station_32,Station_21,14:11:45,15:08:45,2,12,Clear,-3.8,73,41,3.3,Protest,2000,0,0,0,2,Winter,1,21,85,Completed
T00257,2023-01-04,15:00:00,Train,Route_10,Station_41,Station_30,15:45:15,17:10:15,1,30,Rain,6.8,54,1,18.0,Festival,2000,44,0,0,2,Winter,1,42,103,Completed
T00298,2023-01-04,15:00:00,Bus,Route_1,Station_15,Station_42,15:04:45,17:03:45,17,20,Clear,-16.3,53,37,2.7,,0,69,0,0,2,Winter,1,28,14,Completed
T00215,2023-01-04,15:15:00,Bus,Route_2,Station_39,Station_28,15:13:15,16:22:15,9,11,Snow,-19.2,55,23,5.2,Festival,2000,42,0,0,2,Winter,1,9,107,Completed
T00275,2023-01-04,15:30:00,Train,Route_13,Station_21,Station_43,15:06:15,16:18:15,9,20,Snow,-21.7,74,18,13.4,,0,24,0,0,2,Winter,1,56,31,Completed
T00261,2023-01-04,15:45:00,Tram,Route_16,Station_19,Station_15,15:25:15,16:34:15,21,29,Cloudy,-7.5,83,40,18.1,,0,18,0,0,2,Winter,1,38,86,Completed
T00264,2023-01-04,16:30:00,Tram,Route_5,Station_19,Station_15,16:23:15,17:31:15,9,-4,Storm,-5.9,37,40,12.1,Sports,2000,18,1,1,2,Winter,0,10,66,Completed
T00225,2023-01-04,16:30:00,Bus,Route_5,Station_43,Station_46,16:20:15,17:23:15,7,7,Snow,-13.9,47,28,12.0,,0,56,0,1,2,Winter,1,26,56,Completed
T00262,2023-01-04,16:30:00,Train,Route_11,Station_22,Station_23,16:44:45,17:48:45,13,23,Clear,-22.6,39,0,8.4,,0,69,0,1,2,Winter,1,15,63,Completed
T00216,2023-01-04,16:45:00,Tram,Route_6,Station_15,Station_5,16:21:00,18:06:00,11,30,Fog,-3.3,68,28,0.0,,0,47,0,1,2,Winter,1,52,12,Completed
T00246,2023-01-04,16:45:00,Metro,Route_18,Station_29,Station_5,16:45:30,17:45:30,9,20,Clear,-8.1,70,27,10.5,,0,66,0,1,2,Winter,1,20,62,Completed
T00238,2023-01-04,17:15:00,Bus,Route_14,Station_5,Station_43,17:58:30,19:47:30,13,5,Clear,-5.6,20,12,8.5,,0,9,0,1,2,Winter,1,37,93,Completed
T00228,2023-01-04,17:30:00,Tram,Route_8,Station_17,Station_8,17:56:00,19:36:00,0,10,Rain,3.6,67,8,11.0,,0,59,0,1,2,Winter,1,13,40,Completed
T00236,2023-01-04,17:30:00,Tram,Route_19,Station_17,Station_12,17:37:30,18:11:30,7,9,Storm,-11.5,99,36,2.5,,0,76,0,1,2,Winter,1,10,78,Completed
T00258,2023-01-04,17:45:00,Train,Route_14,Station_47,Station_38,17:17:30,18:18:30,16,0,Storm,-11.0,63,30,7.3,,0,67,0,1,2,Winter,0,20,97,Completed
T00256,2023-01-04,18:00:00,Bus,Route_11,Station_28,Station_43,18:23:00,19:57:00,10,17,Cloudy,13.8,82,20,4.6,,0,63,0,1,2,Winter,1,33,42,Completed
T00223,2023-01-04,18:00:00,Bus,Route_12,Station_4,Station_38,18:30:15,19:07:15,11,7,Fog,13.7,73,9,13.9,,0,17,0,1,2,Winter,1,7,81,Completed
T00203,2023-01-04,18:30:00,Tram,Route_17,Station_45,Station_28,18:21:30,19:10:30,-1,8,Rain,-15.1,69,14,1.6,Protest,0,93,1,1,2,Winter,1,24,97,Completed
T00267,2023-01-04,18:30:00,Tram,Route_6,Station_8,Station_36,18:48:45,20:35:45,4,15,Fog,-6.1,59,39,14.5,Sports,50000,31,0,1,2,Winter,1,40,59,Completed
T00273,2023-01-04,19:00:00,Train,Route_13,Station_39,Station_17,19:01:00,20:00:00,5,9,Cloudy,-10.9,46,30,5.0,Concert,50000,56,0,1,2,Winter,1,23,93,Completed
T00224,2023-01-04,19:00:00,Metro,Route_7,Station_8,Station_37,19:15:00,21:04:00,14,24,Storm,-13.2,83,36,14.9,,0,100,0,1,2,Winter,1,30,25,Completed
T00211,2023-01-04,19:45:00,Bus,Route_11,Station_1,Station_44,19:46:00,21:43:00,11,27,Fog,-5.4,95,0,14.9,Festival,2000,50,0,1,2,Winter,1,7,85,Completed
T00294,2023-01-04,20:00:00,Bus,Route_20,Station_3,Station_38,20:23:15,21:04:15,16,11,Clear,-16.1,100,30,10.1,,0,47,0,0,2,Winter,1,23,86,Completed
T00201,2023-01-04,20:00:00,Tram,Route_18,Station_16,Station_15,20:08:00,22:04:00,12,12,Cloudy,1.5,94,25,8.6,,50000,96,0,0,2,Winter,1,24,48,Completed
T00253,2023-01-04,20:00:00,Tram,Route_6,Station_13,Station_2,20:39:15,21:39:15,13,10,Rain,-2.8,63,31,5.4,,0,48,0,0,2,Winter,1,36,98,Completed
T00284,2023-01-04,20:15:00,Train,Route_12,Station_9,Station_33,20:37:30,21:19:30,6,19,Snow,17.7,67,33,7.2,,0,21,0,0,2,Winter,1,11,55,Completed
T00205,2023-01-04,20:30:00,Metro,Route_16,Station_3,Station_43,20:14:30,20:54:30,5,11,Rain,-11.0,100,29,3.7,Parade,2000,73,0,0,2,Winter,1,56,105,Completed
